Time,Untitled,Untitled 1,Untitled 2,Untitled 3,Untitled 4,Untitled 5,Type
17/11/2017 07:28:18.723,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:19.722,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:20.727,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:21.725,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:22.726,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:23.725,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:24.723,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:25.724,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:26.727,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:27.725,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:28.726,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:29.724,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:30.724,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:31.728,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:32.727,0.102539,0.131836,0.249023,0.117187,0.385742,0.839844,1
17/11/2017 07:28:33.728,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:34.729,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:35.729,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:36.728,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:37.728,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:38.732,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:39.730,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:40.730,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:41.729,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:42.728,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:43.731,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:44.731,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:45.730,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
17/11/2017 07:28:46.730,0.102539,0.131836,0.249023,0.117187,0.385742,0.844727,1
